id,parent_id,root_id,trd_buy_id,trd_buy_number_anno,ref_amendm_agreem_justif_id,ref_contract_status_id,deleted,crdate,last_update_date,supplier_id,supplier_biin,supplier_bik,supplier_iik,supplier_bank_name_kz,supplier_bank_name_ru,customer_id,customer_bin,customer_bik,customer_iik,customer_bank_name_kz,customer_bank_name_ru,contract_number,contract_number_sys,fin_year,ref_contract_agr_form_id,ref_contract_year_type_id,ref_finsource_id,ref_currency_code,contract_sum_wnds,sign_date,ec_end_date,plan_exec_date,fakt_exec_date,fakt_sum_wnds,contract_end_date,ref_contract_cancel_id,description_kz,description_ru,sign_reason_doc_name,sign_reason_doc_date,trd_buy_itogi_date_public,fakt_trade_methods_id,ec_customer_approve,ec_supplier_approve,contract_ms,supplier_legal_address,customer_legal_address,payments_terms_ru,payments_terms_kz,is_gu,exchange_rate,system_id,index_date
63,535,656,942,484c90b4-00be-48f1-883e-e4cda20e854b,4,8,0,2025-08-21 04:12:26,2023-08-06 02:28:12,44,641237735524,HLCLRU0P7EO,CRJL7449895201067,Владимирова Лтд,ЗАО «Кошелева»,329,149491773794,MWJVRU0VU2B,PHOL7980196840411,ОАО «Сазонова-Григорьева»,Павлов и партнеры,09846f55-0807-4c93-a1a7-5f0dffc51163,8d52e0a5-f3b1-438d-bbf3-2fb5d3699328,2021,2,3,4,KZT,46097166.38,2023-10-09,2024-11-22,2024-12-26,2023-02-20,4759982.37,2025-11-12,5,Мусор самостоятельно дорогой серьезный хлеб разнообразный ремень.,Беспомощный функция салон волк.,прелесть,2025-04-13,2024-10-27,10,1,0,39.76,"г. Северобайкальск, наб. Менделеева, д. 73, 998006","г. Ангарск, пер. Индустриальный, д. 9/6, 082929",Равнодушный природа картинка видимо около.,Конструкция посвятить жестокий князь.,0,589.88,3,2025-06-22 06:49:59
64,868,983,378,d2055f5c-fde5-4967-a66e-53e9366a3463,1,9,0,2024-07-19 15:33:06,2025-11-17 14:21:55,191,357529160226,SWELRURY,WVDR5599426667975,НПО «Пестов»,Ренейссанс Хэви Индастрис Ronesans Endustri,354,771632776966,EQCDRUIX,GVKJ8452985371078,"АО «Денисов, Гущин и Дмитриева»","ООО «Богданова, Жданов и Мельников»",a26a97ee-230a-4e8a-a0a5-661d990e97ec,d8631997-813e-4881-864c-d1ed1a93a854,2023,3,5,5,USD,23465733.78,2025-05-20,2024-06-08,2025-03-09,2024-03-21,2076554.15,2025-04-28,1,Бок за вперед висеть исполнять.,Столетие четко засунуть настать.,серьезный,2025-08-09,2023-01-16,10,0,0,8.11,"к. Соловки, бул. Победы, д. 9 стр. 12, 711313","г. Мелеуз, бул. Просторный, д. 68, 986374",Граница рай сравнение расстройство холодно социалистический лететь.,Сравнение монета мягкий вытаскивать скрытый дрогнуть школьный.,0,579.03,3,2023-02-09 21:07:32
65,649,232,393,e0603105-3b55-4add-b513-8c1ace373d44,1,9,1,2024-06-24 09:44:22,2024-12-21 15:53:14,595,579060756146,OHLGRUG1,BHDS9332713626939,НПО «Фомичев»,"РАО «Дорофеева, Зыкова и Калашникова»",827,187866254256,IOGHRUQ0H4L,CEUD9487974367455,Банк Уралсиб,ОАО «Стрелкова Королев»,aefe72ea-a03c-421b-8e50-08936df392a4,b99f009a-b873-4d80-8d30-301fddb66a7b,2017,1,2,5,USD,49915840.55,2023-06-10,2024-09-23,2024-01-12,2024-12-22,9305077.66,2023-09-04,1,Затянуться услать затянуться написать.,Единый костер написать спешить.,легко,2025-11-03,2024-03-28,10,1,1,19.73,"г. Мирный, ул. Красноармейская, д. 3 к. 8/2, 587516","с. Качканар, наб. Воровского, д. 23, 560991",Художественный волк заложить.,Конференция июнь порт мрачно написать термин.,0,461.45,3,2025-03-06 13:21:30
66,82,540,1019,71498cfd-7e95-4bb2-83dc-be52ae7ed0a7,4,1,1,2023-04-13 09:14:30,2024-12-19 04:56:59,273,560214748948,WLUVRU7I4D0,IXCG3305827886691,"РАО «Комиссаров, Стрелкова и Крылов»",Быков Лтд,497,242284553148,UJCQRURDOK1,PXKY6409611688494,Орлов Инк,ОАО «Васильев-Морозова»,650ade12-cf26-48a7-8c42-376f260eb623,aaffc9e6-ad54-43cf-a0c4-e73a37f578b3,2019,4,2,3,USD,17466301.32,2025-04-18,2025-04-04,2025-04-22,2023-09-28,8268056.13,2025-04-10,3,Правый головка запеть слишком ломать.,Природа район некоторый угол научить поздравлять руководитель.,спорт,2024-04-02,2024-11-15,10,1,0,90.88,"клх Лянтор, ш. Юбилейное, д. 11, 328465","ст. Кизел, наб. Городская, д. 622, 791112",Наступать что висеть посвятить пространство коричневый эпоха академик.,Космос крутой космос картинка построить.,0,529.68,3,2024-10-24 17:51:31
67,1061,1006,77,c2e4aee1-767c-4010-a6a2-d8665fffd7f0,5,9,0,2025-07-22 05:21:37,2023-06-07 23:29:35,1194,259496620913,BUDTRUNF,UIEW6991807535019,РАО «Боброва Зуева»,Отисифарм,197,421836716629,AGSCRUFF,QBWR5888059953156,ОАО «Кабанов-Дорофеев»,Антонова Лтд,cd5909d6-8d43-43d1-8b4b-7733e8262511,6a549a48-4bb6-4cc5-a478-af2d35a86a29,2017,2,2,3,EUR,223493.48,2023-03-04,2024-12-05,2025-05-28,2023-08-19,7496909.29,2024-07-25,1,Запретить материя носок магазин оставить угроза.,Народ природа ремень слать покидать актриса.,приличный,2024-02-04,2024-03-26,10,1,1,56.18,"ст. Тулпан, пр. 50 лет Победы, д. 8 к. 94, 137770","с. Урай, ш. Радищева, д. 27 к. 7, 148089",Сынок художественный сходить триста эпоха запустить.,Эпоха танцевать один девка о цепочка мусор.,0,450.6,3,2024-04-21 09:05:56
68,148,607,602,8d13b6db-97e1-47cc-8288-e4aca056b6d3,5,8,1,2024-10-29 19:27:57,2024-09-21 18:17:15,530,127232786284,TYDORUH6ZSG,LAAT7664117848824,Гуляева Лимитед,НПО «Кошелев-Елисеева»,618,970927088330,WEBDRUABM9J,SPLW7276643167727,ИП «Фомина Комарова»,ИП «Авдеев»,93e24461-564a-45ba-96ce-9af87b8babc6,03f38c92-44f3-4c74-8101-63c2f890f04b,2020,5,3,1,KZT,48704878.79,2025-02-26,2023-02-11,2023-02-20,2024-02-15,5879786.46,2024-05-09,0,Кузнец возбуждение светило грустный самостоятельно конференция пространство горький.,Серьезный возмутиться лететь мелочь.,печатать,2024-06-13,2025-05-08,10,0,1,24.21,"п. Мончегорск, ул. Заводская, д. 2, 819809","клх Саранск, ш. Войкова, д. 4/2 к. 55, 249013",Аллея крутой некоторый белье запустить.,Разнообразный район прелесть бочок.,1,591.64,3,2023-04-21 04:49:38
69,603,22,237,e831ab51-15d8-4c11-8667-3d7e1c87c1ee,5,7,0,2024-09-02 09:20:52,2023-01-05 14:44:12,1038,969411105952,WVKERU5J,NOFT9872387948524,ФК Гранд Капитал,Анисимов и партнеры,373,196017836906,GEPURUAP,IOGA8314260727286,НПО «Соловьева»,Жукова Лтд,725d062b-699c-49e3-ab00-d9817aeaf78d,f8063b62-d199-4f79-a35f-c0d26626f34d,2023,2,5,3,EUR,38615123.32,2023-01-23,2024-06-09,2023-07-30,2023-10-02,3544700.21,2025-09-21,4,Передо провал посвятить.,Постоянный ночь тяжелый карман монета коричневый рот нож.,тревога,2025-11-04,2023-05-27,2,1,1,59.26,"к. Рославль, наб. Октября, д. 3 к. 9/1, 561050","п. Урай, ул. Песочная, д. 952, 335914",Салон счастье очко второй смертельный парень.,Вздрогнуть умолять тусклый выкинуть дрогнуть угроза армейский.,0,424.78,3,2023-10-22 13:35:38
70,1064,728,774,24e00876-8ddd-4689-8432-3dc34c8f08e3,5,5,1,2025-02-09 20:57:50,2023-08-22 17:21:22,375,917826836925,NWTURUPRC51,DDJE5948981340701,ОАО «Галкина Гусев»,АО «Колесников-Корнилов»,504,790396592456,XRFSRUT9D1C,TAXC6956757647541,АО «Сафонов-Родионов»,ОАО «Харитонова-Сергеева»,8d25b3ed-65d2-4568-b489-918a640de41c,f190e1bc-ecdd-4d88-8688-3873aa572d5b,2018,3,4,3,KZT,25232791.69,2025-03-26,2025-02-01,2024-12-13,2023-05-05,4880886.84,2025-06-28,2,Господь угроза построить горький один недостаток наслаждение.,Ручей ложиться проход грустный спалить о.,посидеть,2023-12-10,2024-09-02,6,1,1,80.74,"с. Серпухов, ул. Полтавская, д. 9 к. 4/1, 476235","к. Ачинск, пр. З.Космодемьянской, д. 141, 049483",Монета песенка прощение функция.,Прелесть привлекать прощение тюрьма боец скрытый.,1,459.58,3,2023-06-27 22:10:49
71,794,899,532,4a1c53f2-efa4-41df-bf69-aef42c0ee58d,4,2,1,2023-07-18 15:07:25,2023-08-03 20:39:15,503,414392241302,MWUKRUUD,JMXS0466357367783,РАО «Устинова»,Урало-Сибирская металлургическая компания,921,593889710097,KCIJRU3N,YKDE1579322382645,"АО «Симонова, Лебедев и Самсонова»",ОАО «Зимин Зиновьева»,ea6e037f-375e-4789-8d23-1e72bb0b812f,aada136d-14d6-4585-8101-5a191865689e,2021,5,5,4,KZT,36289707.36,2024-06-10,2023-06-04,2024-07-03,2023-11-15,7191805.96,2024-10-25,5,Еврейский триста медицина неудобно за.,Вообще необычный радость некоторый плод плод.,костер,2024-06-18,2024-01-19,4,0,0,66.11,"п. Морозовск, наб. Амурская, д. 5/1, 440972","клх Домодедово, ш. Куйбышева, д. 7 стр. 688, 480331",Художественный отъезд разнообразный торопливый угол.,Интеллектуальный торопливый вздрогнуть потрясти разуметься редактор.,0,457.15,3,2025-06-16 10:02:08
72,79,513,1119,3761bd06-0844-4eda-9361-601972941179,4,7,0,2025-07-13 09:06:45,2024-09-09 14:39:44,185,449352355787,AUKERUSMJS1,USDN8657580262030,Магнит,СНПХ,19,227750208244,VYSKRUEQNUW,QHVV9618038288407,ИП «Степанов-Кудряшова»,НПО «Тарасова Прохорова»,86dabf10-9568-4884-bf33-02c134b957ec,8fd60b2d-e04e-4d2b-a358-4d52bca4755a,2020,4,1,3,KZT,27518590.72,2022-11-28,2023-11-15,2023-05-13,2024-01-30,5203352.26,2024-09-19,1,Более научить налоговый советовать вообще.,Означать покинуть инвалид умолять болото очко пропасть.,мгновение,2023-02-02,2025-02-12,5,1,1,3.66,"к. Усть-Катав, наб. Коммуны, д. 1 к. 607, 822377","г. Тамбей, наб. Путейская, д. 30 к. 2, 613323",Блин пол прелесть манера степь конференция.,Госпожа войти пропадать вскакивать спешить.,0,493.97,3,2024-05-05 05:22:39
73,270,807,706,5faa683b-ea82-46c1-b626-d8861d781bb9,1,5,1,2023-04-27 23:53:29,2025-03-08 23:21:24,990,966083048910,LKYBRU6YEEP,DTAV6120091796091,ИП «Дмитриев Суворова»,АО «Бирюкова Савельев»,52,333418101700,KWFKRUE7,DZSZ7333322674101,Поляков Инк,Nordgold,a0b0d89d-7055-4f84-a16d-f4637057794e,c90d09c8-1a89-4502-a593-dedfda46d2bc,2022,1,2,2,KZT,4067456.49,2023-09-26,2024-07-19,2025-06-28,2023-09-15,492251.37,2025-05-30,1,Ботинок коллектив помимо цвет кпсс июнь госпожа.,Запретить лапа миг спасть потянуться сверкать.,палка,2024-09-15,2025-11-13,9,0,0,69.28,"г. Коломна, бул. Подлесный, д. 33 к. 982, 936086","п. Шатура, ш. Космонавтов, д. 9, 716845",Зеленый угол изредка место.,Анализ прежде непривычный что.,0,459.71,3,2023-01-12 15:52:23
74,568,67,144,227f480a-1083-48a3-aa9e-d091cc15145b,5,4,1,2025-01-29 03:46:08,2025-04-04 03:47:53,96,871677620909,YRWGRU02WZK,ZYVO7751122552883,НПО «Цветков»,РАО «Красильникова Григорьев»,581,768157846017,LBZGRUFGFS4,XHID0136832597672,Князева Лтд,Рыбаков Групп,9e2dfdad-7231-4d2c-b109-5f07d5dc0136,0f5daaf2-dd11-47e4-8e27-a8a349d4caaf,2019,3,4,5,USD,15729043.78,2025-04-17,2023-11-04,2025-10-02,2023-06-03,5738122.33,2025-10-21,3,Функция социалистический пастух а мелькнуть наслаждение.,Танцевать еврейский постоянный перебивать выразить о.,падать,2025-07-23,2025-05-24,8,0,0,84.8,"ст. Усолье Сибирское, бул. Вавилова, д. 6 стр. 7, 080681","ст. Листвянка (Иркут.), ул. Мелиораторов, д. 55 к. 2/2, 858736",Издали потрясти трясти обида белье.,Изображать ведь князь крутой.,0,557.9,3,2023-07-18 22:51:04
75,773,438,1157,fa23ca2d-51f2-4a0b-908e-0732dd990cb5,1,6,1,2025-03-01 17:54:30,2025-04-02 20:19:36,992,226713814171,EXNORU54XW2,CWHQ0352427512981,САФМАР,АО «Вишнякова-Семенов»,1129,642290732720,UIQERU0H,HJKF6967255454325,АО «Зыков Наумов»,АО «Овчинников»,6e915ae6-80af-471e-adab-9da323d17a4f,6b883711-5b08-4298-b982-d594261cc7dc,2019,5,3,3,KZT,44330874.2,2024-05-21,2023-08-10,2023-03-21,2023-11-24,6930769.69,2024-01-12,0,Подробность сынок июнь сохранять написать миллиард господь.,Заведение функция еврейский заработать цепочка дьявол человечек.,роса,2024-08-24,2023-10-19,2,0,1,84.89,"с. Улан-Удэ, бул. Радищева, д. 866, 801917","клх Шумиха, пер. Блюхера, д. 2/3 стр. 5, 193109",Госпожа проход дыхание мелочь.,Пятеро порода заплакать полоска костер социалистический.,0,451.77,3,2025-05-29 12:30:32
76,6,248,232,e7dea4e3-472a-4033-8843-883483ddb365,2,7,1,2023-11-07 04:28:29,2023-03-17 04:56:53,26,880657251613,DBIVRUUV,LVYU8917937134935,ЗАО «Молчанова»,ООО «Русакова-Бирюков»,519,555965320863,DKISRU5WJOB,FOLP5035623699969,ООО «Крюкова Кулагина»,НПО «Васильева-Анисимов»,e0dda80e-6418-4818-a91b-828246dcf530,7c923253-068c-45a3-a8c9-09860f57fdc5,2018,1,2,5,EUR,45313682.32,2023-04-04,2024-07-19,2025-02-02,2025-06-13,7091107.57,2023-07-06,2,Манера пища сомнительный висеть.,Трясти табак полюбить неправда белье необычный кольцо.,тяжелый,2024-05-24,2024-08-31,1,1,0,66.33,"д. Оренбург, ул. Почтовая, д. 4, 116518","с. Адыгейск, пр. Кузнецкий, д. 50, 821588",Самостоятельно сходить подробность единый равнодушный.,Ложиться ложиться более поймать.,0,413.1,3,2025-05-01 04:57:41
77,96,54,799,7bcec80e-b097-4a67-aa9f-2e4e685fbb58,1,7,1,2024-12-03 20:57:34,2023-04-26 15:53:49,407,455412223685,HTCFRUYS,RLDG9589481303101,ЗАО «Гущина-Лобанов»,"ООО «Савин, Воронова и Денисов»",367,226895402382,VPIWRU71MTK,NQZV6664531031584,"РАО «Русаков, Мухина и Князев»",Технониколь,1feeb776-90a2-4df2-a20e-732aac01b7fc,e184171c-39b6-4b9c-a786-6a001b222f38,2015,5,2,3,KZT,2399057.79,2023-01-26,2025-02-28,2025-07-19,2024-05-16,4099388.53,2025-07-28,3,Бочок коричневый результат возможно издали мгновение покидать монета.,Магазин июнь устройство лиловый пространство.,уронить,2023-04-19,2023-08-17,3,1,1,91.34,"клх Кяхта, алл. Невского, д. 653, 879775","клх Якша, наб. Дружбы, д. 2/1, 311690",Гулять редактор написать головка инвалид.,Ложиться засунуть смелый карандаш.,0,514.49,3,2023-08-30 22:45:21
78,304,710,273,b1ec105c-85ff-4a5c-bc47-a73845374f8e,4,3,1,2025-01-31 04:45:33,2024-04-24 09:05:44,929,787270715996,CTSRRUNE,SGEP7881752885669,ЗАО «Пахомова»,ЗАО «Сергеев»,555,776805341062,NOPBRU4G,JNSB4561546772597,ООО «Носкова»,АО «Григорьев»,6660c9f5-bcd1-4e8e-8c3d-e17b8a325ba2,b63ae722-1d4e-441c-b4b3-2a4382a6ea6d,2022,1,1,1,KZT,36678341.12,2024-05-02,2024-12-25,2023-09-15,2023-01-22,5882029.37,2025-04-15,2,Зарплата сутки миг адвокат сустав собеседник реклама.,Легко мрачно важный ныне дремать.,уточнить,2024-03-21,2023-09-19,8,0,0,10.09,"с. Верхнее Пенжино, ш. Тельмана, д. 6, 142713","клх Шелехов, бул. Шолохова, д. 618, 323092",Солнце бегать фонарик возможно хотеть способ отъезд более.,Правление назначить сынок демократия потом бак.,1,454.49,3,2023-03-07 08:43:43
79,646,179,521,00d03d43-2d0a-4bf8-8ed6-d4e2a77f878a,5,2,1,2025-10-13 00:41:02,2024-04-05 15:39:32,142,416707180611,MYMCRU88B2D,KGMJ7537374812927,"ОАО «Лукин, Ефимов и Третьяков»","НПО «Большакова, Горшков и Галкина»",725,838551929762,QYDSRUL1F9P,YLOW0996013595732,АО «Дьячков»,АО «Миронов Кошелева»,1160bc7a-8300-4ec0-9153-e1d0c841b566,a3fcc2d2-7067-4e1d-9f62-bb96bbf892fc,2017,3,5,1,EUR,12260354.47,2024-05-24,2025-06-22,2024-03-09,2024-06-02,7731604.49,2025-01-17,0,Правление пропасть банк изменение перебивать выбирать.,Инструкция уничтожение помимо ребятишки премьера настать реклама.,райком,2025-05-03,2023-01-12,3,1,1,59.76,"г. Сорочинск, пер. Пожарского, д. 111, 731322","д. Приморско-Ахтарск, ш. Ватутина, д. 7 к. 9/9, 310594",Потом разводить дорогой миллиард строительство.,Равнодушный постоянный дорогой крыса аллея зарплата.,0,490.79,3,2023-02-17 20:46:30
80,1186,169,564,1f78f11f-64c1-465e-8061-5fc5af954553,4,6,0,2025-01-13 21:43:47,2024-07-12 05:36:09,431,888875216202,YYCIRUC0,YJED7008474644681,"ООО «Тимофеев, Комиссаров и Большаков»",НПО «Антонов Орлов»,1087,393865281894,BXVFRUNA,MSVP2230063052437,РАО «Кириллов»,ОАО «Абрамов Дементьев»,3bbad411-38f1-4779-a9bf-87563d22b730,baad0c2c-a8cb-42b7-9e26-3cdb39234144,2019,3,3,1,USD,30678475.85,2022-12-04,2025-05-24,2023-07-27,2022-12-31,1390879.5,2024-09-08,3,Отметить развитый банда число редактор.,Необычный уничтожение левый шлем домашний посвятить страсть.,магазин,2023-05-15,2023-04-21,10,1,0,37.37,"ст. Минусинск, пер. Щетинкина, д. 4, 157019","д. Певек, ш. Майское, д. 934 к. 148, 136330",Умирать издали носок совет поставить.,Девка еврейский применяться расстройство собеседник радость.,1,571.58,3,2023-08-22 14:52:41
81,342,494,691,f9cb4b44-c188-4143-b0fa-d61357676ec2,1,6,1,2025-10-26 19:04:59,2024-09-21 05:56:49,983,423611603196,USWBRU5TFAV,VDXZ1117394091893,"ЗАО «Гордеева, Мухина и Гусев»",АО «Пономарева Шашкова»,953,615690745122,LKAARUDB,HJHJ0806290772581,ОАО «Архипова Блохин»,РМ Рейл,0a34a060-9297-4f16-948a-66b7399f7f9e,e23fed2c-1d5f-4aee-9aa2-4c42534cb983,2015,3,3,2,USD,23383023.94,2024-11-02,2025-11-21,2024-05-01,2024-07-11,2101500.05,2025-03-07,3,Сустав отдел нажать решетка.,Вывести подробность правильный мимо военный написать.,порода,2024-04-15,2023-01-02,2,1,1,93.13,"к. Троицк (Челяб.), алл. Кошевого, д. 1 к. 8/6, 424256","г. Елабуга, пр. Деповский, д. 268, 489202",Инвалид возбуждение низкий пространство роса.,Одиннадцать горький возникновение второй.,0,477.01,3,2024-06-20 23:21:20
82,964,307,418,abe35cca-80a2-430f-a986-e8c71f6b2d4b,1,2,0,2023-11-28 20:05:00,2024-10-19 22:26:38,1013,245744235427,UUFWRUTF,GDQN6416657726450,НПО «Потапов-Гришина»,РАО «Борисова-Лебедев»,134,148885347644,XPLNRU6O,NOAM3625292314926,НПО «Селезнева»,"ОАО «Карпов, Красильников и Нестерова»",4907ce01-7336-4760-a4e3-d59d4b06e682,9ae76fa3-39a7-4e0a-87a5-a0d64833ec3f,2025,2,1,4,KZT,28304156.7,2025-07-14,2024-10-26,2025-01-16,2025-02-01,7722012.13,2023-04-16,1,Инфекция фонарик пасть.,Сутки четыре жидкий торопливый легко.,тесно,2023-09-14,2022-11-26,5,1,0,35.65,"ст. Кедровый, бул. Светлый, д. 767, 779113","п. Зеленогорск (Ленин.), наб. Пограничная, д. 1 к. 499, 875386",Покидать космос построить металл район.,Плод кольцо посвятить редактор пища.,1,470.36,3,2025-07-08 16:37:27
83,522,846,73,0b27f64d-66fc-4163-bf05-b985987876a3,3,4,1,2024-05-03 13:30:52,2023-07-17 22:40:52,1018,470308166094,XJTFRUIG1G1,LBIW3643479826459,НПО «Пестова»,"НПО «Давыдова, Богданова и Гурьева»",501,647826976178,PLSIRUH0UFL,ZQIB0508538412034,Транстрейдойл,РАО «Овчинникова-Сафонов»,ffb025c5-0340-4472-bf4b-9f5054f536fe,f643c8d6-652e-421b-b13d-d4d53f979c1c,2016,3,2,1,EUR,36895406.67,2025-10-22,2023-07-12,2023-04-21,2023-03-13,2159404.28,2024-08-14,1,Низкий подробность ботинок указанный четыре тревога.,Протягивать теория ночь вчера манера.,непривычный,2023-04-11,2024-04-06,7,1,1,14.94,"с. Коломна, наб. Парковая, д. 7 стр. 3/5, 837262","ст. Тулун, пер. Блюхера, д. 4/9, 952149",Процесс стакан возбуждение заложить граница хлеб вздрогнуть.,Хозяйка второй видимо низкий военный изучить палата.,0,544.46,3,2025-04-15 18:11:53
84,680,367,188,0a11b2f1-542f-457f-a6af-18ad0dbd31e1,5,8,1,2024-04-30 20:04:30,2023-03-25 04:51:21,325,461473952101,VMHERUZR,OGUU1370036048715,Сысоева Лимитед,ЗАО «Кудрявцева-Кондратьев»,303,521420672546,FTHVRUZV,UOGF5783127606796,АО «Денисов-Носкова»,АО «Миронова-Субботин»,34ca0a14-a9fa-4928-9f68-f2bc9efb2d98,878481ed-5123-4a97-8aa2-c354ca699376,2015,1,1,2,USD,19855232.1,2023-03-04,2024-04-05,2023-09-22,2023-09-24,3768819.24,2025-06-27,4,Ленинград манера природа вывести очутиться покидать.,Прелесть полоска исследование поезд блин ягода цель сверкающий.,передо,2025-01-25,2025-09-02,5,1,0,11.67,"г. Рубцовск, ш. Бригадное, д. 6/2, 876528","ст. Гдов, ул. Хвойная, д. 94, 209204",Низкий промолчать каюта угол совет.,Слать пространство конструкция лететь.,0,444.7,3,2025-05-23 19:46:02
85,1001,151,160,e1ee5285-8359-487e-996f-e88cec049d88,2,1,1,2023-12-16 17:55:05,2023-03-28 20:56:26,667,324499287029,IDDYRUTLJM6,OMHA4605051891866,Филиппова Инк,РАО «Белякова»,1048,260277194318,BVYBRUDLAYD,NBZN3562608036899,РАО «Куликова-Силин»,"ОАО «Мясников, Быкова и Харитонов»",59429a92-b8b7-4a1b-952c-aa063267bb11,9f996f5f-a4e8-4b18-89d7-8a6c5449923d,2024,5,2,2,KZT,22665616.17,2025-01-03,2024-05-07,2023-11-09,2023-09-26,2380005.35,2024-08-07,1,Доставать скользить вообще тревога.,Конференция еврейский строительство космос.,миф,2023-06-18,2025-03-27,2,1,0,79.53,"с. Бугуруслан, бул. Саратовский, д. 994, 862082","с. Псков, пр. Союзный, д. 7/6 к. 6, 046329",Крутой мрачно бригада а рис отметить выдержать.,Страсть жить поколение интернет коричневый правый медицина зеленый.,1,437.68,3,2025-01-03 17:10:35
86,551,41,335,511723b1-97ba-47db-a5f2-c98bde471cf7,5,4,0,2023-09-11 04:20:46,2023-04-11 15:34:32,703,826512325610,SSSTRU1Y,WEIQ4595301790008,Леруа Мерлен Восток (Leroi Merlin),Давыдов и партнеры,37,678588058837,PTAHRUS7VPT,ZJHO1837063676743,ОАО «Лазарева»,"НПО «Фокин, Никитина и Русакова»",27458a97-8d6a-474a-8b72-f660cc4091c7,77ec6dd8-314a-49a6-a057-28860f7f9a85,2021,3,2,5,USD,43579787.48,2025-05-12,2025-10-28,2023-07-16,2024-01-17,69316.55,2023-06-27,5,Славный гулять ведь протягивать хозяйка умирать.,Анализ основание основание хозяйка бригада означать.,решение,2023-08-15,2023-05-20,3,0,0,38.42,"п. Новая Игирма, бул. Индустриальный, д. 2/9 к. 6/4, 282577","с. Галич, бул. Колхозный, д. 68 стр. 796, 852087",Монета исследование означать пища крутой умолять ребятишки забирать.,Поймать более налево вперед мелочь пробовать палата мотоцикл.,0,523.27,3,2024-07-14 01:45:59
87,1078,451,292,017ca83a-ed3c-4b26-a690-d3f80873c42b,2,5,1,2025-01-12 04:16:26,2023-03-24 01:41:09,922,111918968242,HWRSRUS8,FINI6751732582040,Мартынов Лимитед,Боброва Лимитед,173,404729510559,CZJTRU60EO4,KGCW7770564368523,РАО «Федоров-Щукина»,ИП «Петухов-Шестаков»,37e384b9-3f2b-47a5-82b9-edac73c54fb2,df490134-8517-4c5b-8b6d-e6d8c1c4fa65,2019,5,4,5,USD,27002164.67,2025-02-23,2025-08-15,2023-06-15,2023-02-05,7508946.99,2024-02-02,3,Помимо материя левый.,Бочок медицина жить тута руководитель темнеть плясать оставить.,изображать,2024-09-12,2023-06-03,10,1,0,61.26,"г. Иваново, ш. Братское, д. 61 стр. 5/3, 984398","к. Ревда (Сверд.), пер. Кленовый, д. 4 к. 6/9, 230538",Тюрьма исследование руководитель научить ход освободить рот.,Встать горький светило эпоха светило развитый.,1,403.98,3,2023-03-18 08:33:31
88,729,698,419,e3de1b91-67a6-4f0b-9e77-131a3356aa09,4,10,0,2024-04-11 01:46:27,2025-07-02 15:55:30,846,259976643813,GNZLRUCJ,NIVB5612268071687,ООО «Панфилова-Колобова»,Концерн Автоматика,944,431487101466,SBPZRUJJ,IDCQ7646175237342,АО «Жданов»,НПО «Дементьева-Беляева»,7cf6ac47-8304-405b-9c7a-a7d8af215d62,9f52ebc9-cb31-4a6f-b8a0-4367b3e158ed,2023,5,1,2,USD,43818512.82,2025-04-03,2025-08-18,2025-04-01,2023-10-20,7829965.71,2023-11-30,4,Наслаждение кожа провинция пламя куча наступать набор пробовать.,Художественный мелькнуть холодно ночь.,зарплата,2025-03-20,2025-10-06,7,1,0,54.84,"клх Двинской, ш. Полярное, д. 4 к. 3/6, 348375","п. Шумиха, алл. Ленинская, д. 2, 313297",Блин сравнение отражение банда монета салон виднеться.,Беспомощный четыре механический пасть рассуждение ведь вздрагивать правление.,0,419.05,3,2023-10-24 00:52:28
89,228,447,539,8c39b63b-6a26-45c7-818d-76412c2d723e,5,9,0,2023-04-20 13:31:08,2023-05-11 02:20:15,223,509170496461,LJYIRUDP938,TTKY9703867770140,Росатом,ОАО «Белякова»,602,362843180225,PYRCRU720QL,UWYV5787574454977,Фомичев Лтд,"АО «Федорова, Крюков и Рогов»",bc63baa2-56cb-45c5-9959-00bef494b024,9933b8f1-c2ed-4d50-a9d5-b54b9c1e99da,2016,1,4,3,USD,11110192.57,2025-03-06,2023-12-02,2024-08-02,2025-11-17,5251229.12,2024-04-03,4,Недостаток ныне уточнить рассуждение угол.,Миг ложиться строительство возможно.,о,2024-08-18,2024-11-05,1,1,0,44.81,"к. Макаров, ул. Поселковая, д. 15 стр. 601, 713368","с. Карталы, пер. Ильича, д. 220 к. 6, 700668",Порядок пища плясать издали дальний находить запретить.,Степь смелый нажать поговорить цвет.,1,467.13,3,2023-12-24 21:14:29
